Timestamp,date prepared,service request date,Received Via,Agent / Client,Billing Party,Vessel/ Voyage ,Vessel Type,ETA /POB,Port,Terminal,Service Type,Service Provider,#Tugs Required,Date Approved,Approving Personnel, , ,Email Address,STATUS,COS,Remarks,COS#,vessel#,vessel name,port#,port name,terminal #,terminal name,,,,
7/12/2025,7/12/2025,7/12/2025,Email,SMITHBELL,,MV ECO YOSEMITA PARK,Foreign,7/16/2025,SARIAYA,AZORA,Docking / Undocking,MMSI,2,7/12/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/13/2025,7/13/2025,7/13/2025,SMS,ANIMO MARINE ,,MTKR MARISEL,Local,7/13/2025,DAVAO,PHOENIX,Docking / Undocking,MMSI,1,7/13/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/14/2025,7/14/2025,7/14/2025,Call,PHILCEB,,2GO MASIKAP,Local,7/14/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/14/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/14/2025,7/14/2025,7/14/2025,Call,MTSC,,BAIDE 66,Foreign,7/14/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,1,7/14/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/14/2025,7/14/2025,7/14/2025,Viber,SMITHBELL,,MT ESTEEM ENERGY,Foreign,7/18/2025,SUBIC,PPC,Docking / Undocking,Other tug provider,2,7/15/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/17/2025,7/17/2025,7/17/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL MOLAVE,Local,7/21/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,7/19/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/17/2025,7/17/2025,7/17/2025,Viber,PHILCEB,,MV SPAN ASIA 50,Local,7/19/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/19/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/19/2025,7/19/2025,7/19/2025,Call,SHARPORT,,RM 1 ,Foreign,7/19/2025,DAVAO,KTC,Docking / Undocking,MMSI,2,7/19/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/21/2025,7/21/2025,7/21/2025,SMS,SOUTHWEST SHIPPING,,ERA STAR,Foreign,7/27/2025,DAVAO,SHELL,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/21/2025,7/21/2025,7/21/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL TINDALO,Local,7/24/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/22/2025,7/22/2025,7/22/2025,Email,MAR SHIPS,,MV YONG CHANG JI XIANG,Foreign,7/26/2025,STA CRUZ,SEA OIL,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,PHIL CEB,,SWIFT YANGZHOU,Foreign,7/23/2025,DAVAO,THERMA SOUTH,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,OMS,,OCEAN BRIGHT,Foreign,7/22/2025,DAVAO,KUDOS,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,OMS,,STAR 55,Foreign,7/21/2025,DAVAO,KUDOS,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,OMS,,AN THINH PU 08,Foreign,7/24/2025,DAVAO,KUDOS,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,MARSHIPS,,MV THERESA EMPAT,Foreign,8/14/2025,DAVAO,KTC Terminal,Docking / Undocking,MMSI,3,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,MARSHIPS,,MV THERESA EMPAT,Foreign,8/14/2025,DAVAO,NDOM,Docking / Undocking,MMSI,3,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,MAR-SHIPS,,MT Hui Hang 11,Foreign,8/1/2025,BATANGAS,SEAOIL,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,PHILCEB,,SPAN ASIA 51,Local,7/24/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/23/2025,7/23/2025,7/23/2025,Viber,PHILCEB,,SPAN ASIA 75,Local,7/26/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/23/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/24/2025,7/24/2025,7/24/2025,Viber,PHILCEB,,LORCON BACOLOD,Local,7/26/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/25/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/29/2025,7/29/2025,7/29/2025,Viber,SEADOVE,,SUNSHINE 01,Foreign,7/29/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/29/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/29/2025,7/29/2025,7/29/2025,Viber,SEADOVE,,LUCKY STAR,Foreign,8/7/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/29/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/30/2025,7/30/2025,7/30/2025,SMS,MOLAVE TANKER CORP,,MTC APITONG,Local,7/31/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,7/31/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/30/2025,7/30/2025,7/30/2025,SMS,SMC SHIPPING AND LOGISTICS INC,,SL MOLAVE,Local,8/3/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,7/31/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/30/2025,7/30/2025,7/30/2025,Viber,PHILCEB,,SPAN ASIA 25,Local,7/31/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/31/2025,RML,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/31/2025,7/31/2025,7/31/2025,SMS,CLIO SHIPPING,,ZHIDA 3,Foreign,8/3/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/31/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/31/2025,7/31/2025,7/31/2025,SMS,PHILHUA,,HAI AU 28,Foreign,8/3/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/31/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
7/31/2025,7/31/2025,7/31/2025,SMS,PHILHUA,,KELLET ISLAND,Foreign,7/31/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,7/31/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/4/2025,8/4/2025,8/4/2025,Viber,PHILCEB,,2go Masikap,Local,8/5/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/4/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2025,8/7/2025,8/7/2025,Viber,PHILCEB,,LORCON BACOLOD,Local,8/8/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/7/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/7/2025,8/7/2025,8/7/2025,SMS,SMC SHIPPING AND LOGISTICS CORP,,SL TINDALO,Local,8/11/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,8/7/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/10/2025,8/10/2025,8/10/2025,SMS,ANIMO MARINE HAULERS,,MTKR MARISEL,Local,8/13/2025,DAVAO,PHOENIX,Docking / Undocking,MMSI,1,8/11/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/10/2025,8/10/2025,8/10/2025,Email,MV ROYAL 27,,WINDBAY,Foreign,8/15/2025,DAVAO,SOUTHERN CONCRETE INDUSTRIAL INC,Docking / Undocking,MMSI,2,8/11/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/10/2025,8/10/2025,8/10/2025,Viber,JC&V,,MT YANGZE,Foreign,8/16/2025,DAVAO,TSI,Docking / Undocking,MMSI,2,8/11/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/11/2025,8/11/2025,8/11/2025,SMS,SMC SHIPPING AND LOGISTICS CORP,,SL MOLAVE ,Local,8/14/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,8/11/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/12/2025,8/12/2025,8/12/2025,SMS,SHARPORT,,S SAHAMIT,Foreign,8/14/2025,DAVAO,DB COM,Docking / Undocking,MMSI,2,8/12/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/15/2025,8/15/2025,8/15/2025,Viber,PHILCEB,,SPAN ASIA 37,Local,8/15/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/15/2025,8/15/2025,8/15/2025,Viber,PHIL CEB,,RASALAS,Local,8/17/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/15/2025,8/15/2025,8/15/2025,Viber,PHIL CEB,,GLOBAL PORT,Local,8/19/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/15/2025,8/15/2025,8/15/2025,Email,BENLINE,,CLIPPER CLYDE,Foreign,8/24/2025,DAVAO,HOLCIM,Docking / Undocking,MMSI,2,8/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/16/2025,8/16/2025,8/16/2025,Email,MAR SHIPS,,MT JAL KALP,Foreign,8/23/2025,DAVAO,Dbcom,Docking / Undocking,MMSI,3,8/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/16/2025,8/16/2025,8/16/2025,Email,MAR SHIPS,,MV HUI HANG 11,Foreign,8/27/2025,BATANGAS,MABINI,Docking / Undocking,MMSI,2,8/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/19/2025,8/19/2025,8/19/2025,SMS,CLIO SHIPPING,,HUA HENG 166,Foreign,8/20/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/20/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/19/2025,8/19/2025,8/19/2025,SMS,SMC SHIPPING AND LOGISTICS CORP,,SL TINDALO,Local,8/23/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,8/22/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/19/2025,8/19/2025,8/19/2025,Viber,PHIL CEB,,SPAN ASIA 57,Local,8/21/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/22/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/21/2025,8/21/2025,8/21/2025,SMS,SOUTHWEST SHIPPING,,FENG YI 3,Foreign,8/26/2025,DAVAO,SHELL,Docking / Undocking,MMSI,2,8/22/2025,,,,mmsi-admjn@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/22/2025,8/22/2025,8/22/2025,Viber,PHIL CEB,,LORCON BACOLOD,Local,8/25/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/22/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/26/2025,8/25/2025,8/25/2025,Viber,SHOGUN CO. INC.,,ALEAH LOUISE / 948,Local,8/25/2025,BATANGAS,PETRON MABINI,Docking / Undocking,MMSI,1,8/26/2025,,,,mmsi-ops@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/26/2025,8/26/2025,8/26/2025,Call,SMC SHIPPING AND LIGHTERAGE CORP,,SL MOLAVE,Local,8/29/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,8/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/27/2025,8/27/2025,8/27/2025,Viber,PHILCEB,,SPAN ASIA 55,Local,8/29/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/28/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/28/2025,8/28/2025,8/28/2025,Email,SMITHBELL,,DL LAVENDER,Foreign,9/5/2025,DAVAO,HOLCIM,Docking / Undocking,MMSI,2,8/28/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
8/30/2025,8/30/2025,8/30/2025,Call,CLIO SHIPPING,,BAO AN,Foreign,9/4/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,8/30/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/1/2025,9/1/2025,9/1/2025,Email,BENLINE AGENCIES,,ATLANTIC CROWN,Foreign,9/4/2025,DAVAO,IOC,Docking / Undocking,MMSI,3,9/2/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/1/2025,9/1/2025,9/1/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL TINDALO,Local,9/2/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,9/2/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/2/2025,9/2/2025,9/2/2025,Viber,PHIL CEB,,MV TRANSCEDENC DIAMOND,Foreign,9/8/2025,DAVAO,TSI,Docking / Undocking,MMSI,2,9/2/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/3/2025,9/3/2025,9/3/2025,Email,SMITHBELL,,MV XT DOLPHIN,Foreign,9/9/2025,DAVAO,NDOMILL,Docking / Undocking,MMSI,2,9/3/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/4/2025,9/4/2025,9/4/2025,SMS,MOLAVE TANKER CORP,,MTC APITONG,Local,9/8/2025,DAVAO,Petron,Docking / Undocking,MMSI,2,9/10/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/4/2025,9/4/2025,9/4/2025,Email,WINDBAY SHIPPING,,MV TRIDENT UNITY,Foreign,9/17/2025,DAVAO,Southern Concrete Industries Inc,Docking / Undocking,MMSI,3,9/10/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/4/2025,9/4/2025,9/4/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL NARRA,Local,9/6/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,9/6/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/8/2025,9/8/2025,9/8/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL TINDALO,Local,9/14/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,9/10/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/8/2025,9/8/2025,9/8/2025,SMS,ANIMO MARINE HAULERS,,MTKR MARISEL,Local,9/15/2025,DAVAO,PHOENIX,Docking / Undocking,MMSI,1,9/10/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/9/2025,9/9/2025,9/9/2025,SMS,SOUTHWEST SHIPPING,,MV ERA STAR,Foreign,9/10/2025,DAVAO,SHELL,Docking / Undocking,MMSI,2,9/10/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/10/2025,9/10/2025,9/10/2025,Email,SMITHBELL,,MV KEN REI,Foreign,9/13/2025,DAVAO,HOLCIM,Docking / Undocking,MMSI,2,9/12/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/14/2025,9/14/2025,9/14/2025,SMS,PHILHUA SHIPPING,,MV SHUN PING,Foreign,9/16/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,9/15/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/15/2025,9/15/2025,9/15/2025,Call,SMC SHIPPING AND LOGISTICS CORP,,SL MOLAVE,Local,9/19/2025,DAVAO,DAVAO,Docking / Undocking,MMSI,2,9/15/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/15/2025,9/15/2025,9/15/2025,Email,MARSHIPS,,MT AQUILA,Foreign,9/19/2025,DAVAO,NDOMILL,Docking / Undocking,MMSI,2,9/15/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/15/2025,9/15/2025,9/15/2025,Email,MARSHIPS,,MT HUI HANG 11,Foreign,9/20/2025,BATANGAS,SEAOIL,Docking / Undocking,MMSI,2,9/16/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/18/2025,9/18/2025,9/18/2025,Email,WINDBAY SHIPPING AND LOGISTICS CORP,,NEW ENRICH,Foreign,9/26/2025,DAVAO,SCII,Docking / Undocking,MMSI,3,9/19/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/18/2025,9/18/2025,9/18/2025,Viber,PHIL CEB,,RASALAS,Local,9/21/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,9/19/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/24/2025,9/23/2025,9/23/2025,SMS,CLIO SHIPPING AND LOGISTICS CORP,,MV HN FORTUNE,Foreign,9/24/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,9/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/24/2025,9/24/2025,9/24/2025,SMS,SMC SHIPPING AND LOGISTICS CORP,,SL TINDALO,Local,9/27/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,9/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/25/2025,9/25/2025,9/25/2025,Viber,PHILHUA,,DK SUNRISE,Foreign,9/25/2025,DAVAO,TEFASCO,Docking / Undocking,MMSI,2,9/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/25/2025,9/25/2025,9/25/2025,Viber,PHILHUA,,HONEY ISLAND,Foreign,9/30/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,9/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/25/2025,9/25/2025,9/25/2025,Viber,CLIO SHIPPING AND LOGISTICS CORP,,DS PROPER,Foreign,9/28/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,9/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/25/2025,9/25/2025,9/25/2025,Viber,SOUTHWEST SHIPPING,,FENG YI 3,Foreign,9/26/2025,DAVAO,SHELL,Docking / Undocking,MMSI,2,9/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/25/2025,9/25/2025,9/25/2025,Email,MARSHIPS,,MT THERESA LIMA,Foreign,10/3/2025,DAVAO,NDOMILL,Docking / Undocking,MMSI,3,9/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/29/2025,9/29/2025,9/29/2025,SMS,NARRA TANKER CORP,,NTC FALCON,Local,10/4/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,9/29/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
9/29/2025,9/29/2025,9/29/2025,Viber,PHIL CEB,,MV SHEN HUA,Foreign,10/8/2025,DAVAO,THERMA SOUTH,Docking / Undocking,MMSI,2,10/1/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/1/2025,10/1/2025,10/1/2025,Viber,SHARPORT,,RM 5,Foreign,10/1/2025,DAVAO,KTC,Docking / Undocking,MMSI,2,10/1/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/1/2025,10/1/2025,10/1/2025,Viber,PHILCEB,,SPAN ASIA 71,Local,10/1/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,10/1/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/2/2025,10/2/2025,10/2/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL MOLAVE,Local,10/5/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,10/4/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/9/2025,10/9/2025,10/9/2025,SMS,PHILHUA,,MV YANG GANG 2,Foreign,10/9/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,10/9/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/11/2025,10/11/2025,10/11/2025,SMS,NARRA TANKER CORP,,NTC FLAMINGO,Local,10/17/2025,DAVAO,PETRON ,Docking / Undocking,MMSI,2,10/13/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/13/2025,10/13/2025,10/13/2025,SMS,SOUTHWEST SHIPPING,,ERA STAR,Foreign,10/13/2025,DAVAO,SHELL,Docking / Undocking,MMSI,2,10/13/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/15/2025,10/15/2025,10/15/2025,Call,CLIO SHIPPING,,GOLDEN CROWN,Foreign,10/15/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,2,10/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/15/2025,10/15/2025,10/15/2025,Call,PHILHUA,,YUANPING SEA,Foreign,10/15/2025,DAVAO,GLOBAL PORT,Docking / Undocking,MMSI,3,10/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/15/2025,10/15/2025,10/15/2025,SMS,ANIMO HAULERS,,MTKR MARISEL,Local,10/20/2025,DAVAO,PHOENIX,Docking / Undocking,MMSI,1,10/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/15/2025,10/15/2025,10/15/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL MOLAVE,Local,10/21/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,10/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/15/2025,10/15/2025,10/15/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL TINDALO,Local,10/23/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,10/17/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/18/2025,10/18/2025,10/18/2025,Email,SMITHBELL,,MV NAVIG8 GOAL ,Foreign,10/31/2025,DAVAO,KTC TERMINAL,Docking / Undocking,MMSI,3,10/20/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/25/2025,10/25/2025,10/25/2025,SMS,NARRA TANKER CORP,,NTC FALCON,Local,10/27/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,10/27/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/27/2025,10/27/2025,10/27/2025,Email,MAR SHIPS,,MT SHANG GANG FA XIAN,Foreign,10/30/2025,DAVAO,INSULAR OIL,Docking / Undocking,MMSI,3,10/28/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/27/2025,10/27/2025,10/27/2025,Call,SOUTHWEST SHIPPING,,FENG YI 3,Foreign,10/26/2025,DAVAO,SHELL,Docking / Undocking,MMSI,2,10/26/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/27/2025,10/27/2025,10/27/2025,Email,MARSHIPS,,MT QUAN TAI,Foreign,10/31/2025,DAVAO,IOC ,Docking / Undocking,MMSI,2,10/28/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/27/2025,10/27/2025,10/27/2025,Email,PHIL CEB,,MT JAG ANJALI,Foreign,10/29/2025,DAVAO,THERMA SOUTH,Docking / Undocking,MMSI,2,10/28/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
10/31/2025,10/31/2025,10/31/2025,Viber,HERMA SHIPPING,,MT MAALAB 227,Local,11/1/2025,BATANGAS,PETRON MABINI,Docking / Undocking,MMSI,1,10/31/2025,,,,mmsi-ops@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
11/2/2025,11/2/2025,11/2/2025,SMS,SMC SHIPPING AND LIGHTERAGE CORP,,SL TINDALO,Local,11/4/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,11/3/2025,,,,mmsi-admim@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
11/3/2025,11/3/2025,11/3/2025,Email,MAR-SHIPS,,MT THERESA DUA V06/25,Foreign,11/7/2025,DAVAO,NDOM,Docking / Undocking,MMSI,3,11/7/2025,,,,mmsi-ops@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
11/3/2025,11/3/2025,11/3/2025,Email,MARSHIPS,,MT THERESA DUA,Foreign,11/7/2025,DAVAO,NDOM,Docking / Undocking,MMSI,3,11/7/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
11/18/2025,11/18/2025,11/18/2025,SMS,MOLAVE TANKER CORP,,MTC GUIJO,Local,11/22/2025,DAVAO,PETRON,Docking / Undocking,MMSI,2,11/20/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
11/18/2025,11/18/2025,11/18/2025,Email,SMITHBELL,,MV ATN LUCKY,Foreign,11/20/2025,DAVAO,HOLCIM,Docking / Undocking,MMSI,2,11/20/2025,,,,mmsi-admin@malayanmaritime.com,APPROVED,,,,,,,,,,,,,
