Timestamp,Email Address,Full Name,Position,Dispatch/Mooring Ticket #,Choose COS/Vessel details,Date Today,Terminal,Vessel,Voyage #,Date of Start of Activity/Service,Time of Start of Activity/Service,Date of End of Activity/Service,Time of End of Activity/Service,Tugboat/Service Provider,Master/Officer on Duty,Type of Activity,Remarks,Column 18,Terminal,Vessel,Voyage #,Column 22,Voyage #,Column 20,Column 20,Column 1,Column 2,Column 3,Column 4,Column 5,Column 6,Column 33,Column 34,Column 35,per type,Client,Column 38
4/10/2026 14:03:37,mmsi-ops@malayanmaritime.com,JO,OM,,,37384,COS#_[000000]_DAVAO_HOLCIM_[005-004]_FULLSTEAM SHIPPING CORPORATION_[0028]_MV BAO YUAN LING_[0801]_V[1],4/10/2026,06:30,4/10/2026,09:20,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_HOLCIM_[005-004]_FULLSTEAM SHIPPING CORPORATION_[0028]_MV BAO YUAN LING_[0801]_V[1]DOCKING_[001],_DOCKING_[001],1,,4/10/2026,4/10/2026,Foreign,0.118055556,,0,FULLSTEAM SHIPPING CORPORATION_[0028],COS#_[000000]_DAVAO_HOLCIM_[005-004]_FULLSTEAM SHIPPING CORPORATION_[0028]_MV BAO YUAN LING_[0801]_V[1]DOCKING_[001]
4/10/2026 14:44:32,mmsi-ops@malayanmaritime.com,JO,OM,,,26554,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT BULUSAN II_[0029]_V[179],4/8/2026,07:05,4/8/2026,08:40,FORTIS III_[118],OTHER TUGMASTER_[M2],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT BULUSAN II_[0029]_V[179]DOCKING_[001],_DOCKING_[001],1,,4/8/2026,4/8/2026,Local,0.065972222,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT BULUSAN II_[0029]_V[179]DOCKING_[001]
4/10/2026 14:45:13,mmsi-ops@malayanmaritime.com,JO,OM,,,26557,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT BULUSAN II_[0029]_V[179],4/8/2026,21:25,4/8/2026,22:30,FORTIS III_[118],OTHER TUGMASTER_[M2],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT BULUSAN II_[0029]_V[179]UNDOCKING_[002],_UNDOCKING_[002],1,,4/8/2026,4/8/2026,Local,0.045138889,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT BULUSAN II_[0029]_V[179]UNDOCKING_[002]
4/10/2026 15:07:58,mmsi-ops@malayanmaritime.com,JO,OM,,,37172,COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354],4/10/2026,13:10,4/10/2026,14:15,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354]DOCKING_[001],_DOCKING_[001],1,,4/10/2026,4/10/2026,Local,0.045138889,,0,SITE RESOURCES DEVELOPMENT CORPORATION_[0047],COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354]DOCKING_[001]
4/10/2026 15:09:39,mmsi-ops@malayanmaritime.com,JO,OM,,,37385,COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354],4/10/2026,13:10,4/10/2026,14:00,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354]DOCKING_[001],_DOCKING_[001],1,,4/10/2026,4/10/2026,Local,0.034722222,,0,SITE RESOURCES DEVELOPMENT CORPORATION_[0047],COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354]DOCKING_[001]
4/11/2026 13:43:33,mmsi-ops@malayanmaritime.com,JO,OM,,,35698,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROMIN SHIPPING & MARINE SERVICES INC._[0008]_MT SASA_[0469]_V[240],4/11/2026,08:00,4/11/2026,09:50,PANAY GULF_[056],JUNIE Z. ARNAIZ_[2063],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROMIN SHIPPING & MARINE SERVICES INC._[0008]_MT SASA_[0469]_V[240]DOCKING_[001],_DOCKING_[001],1,,4/11/2026,4/11/2026,Local,0.076388889,,0,PETROMIN SHIPPING & MARINE SERVICES INC._[0008],COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROMIN SHIPPING & MARINE SERVICES INC._[0008]_MT SASA_[0469]_V[240]DOCKING_[001]
4/11/2026 13:45:24,mmsi-ops@malayanmaritime.com,JO,OM,,,37174,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421],4/11/2026,08:30,4/11/2026,09:45,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]DOCKING_[001],_DOCKING_[001],1,,4/11/2026,4/11/2026,Local,0.052083333,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]DOCKING_[001]
4/11/2026 13:46:19,mmsi-ops@malayanmaritime.com,JO,OM,,,37387,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421],4/11/2026,08:25,4/11/2026,09:45,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]DOCKING_[001],_DOCKING_[001],1,,4/11/2026,4/11/2026,Local,0.055555556,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]DOCKING_[001]
4/13/2026 10:25:20,mmsi-ops@malayanmaritime.com,JO,OM,,,34455,COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354],4/11/2026,17:40,4/11/2026,18:10,SUJEONG_[100],"CINCHEZ, LIONNY BOY_[2189]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354]UNDOCKING_[002],_UNDOCKING_[002],1,,4/11/2026,4/11/2026,Local,0.020833333,,0,SITE RESOURCES DEVELOPMENT CORPORATION_[0047],COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354]UNDOCKING_[002]
4/13/2026 10:25:57,mmsi-ops@malayanmaritime.com,JO,OM,,,34457,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191],4/11/2026,18:40,4/11/2026,19:40,SUJEONG_[100],"CINCHEZ, LIONNY BOY_[2189]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191]DOCKING_[001],_DOCKING_[001],1,,4/11/2026,4/11/2026,Local,0.041666667,,0,NARRA TANKERS CORP_[0020],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191]DOCKING_[001]
4/13/2026 10:26:37,mmsi-ops@malayanmaritime.com,JO,OM,,,37386,COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354],4/11/2026,17:35,4/11/2026,18:20,AMATA MARU_[001],RYAN COSARE_[2276],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354]UNDOCKING_[002],_UNDOCKING_[002],1,,4/11/2026,4/11/2026,Local,0.03125,,0,SITE RESOURCES DEVELOPMENT CORPORATION_[0047],COS#_[000000]_DAVAO_SRDC SASA_[005-015]_SITE RESOURCES DEVELOPMENT CORPORATION_[0047]_MT MARINGAL_[0116]_V[354]UNDOCKING_[002]
4/13/2026 10:27:15,mmsi-ops@malayanmaritime.com,JO,OM,,,37389,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191],4/11/2026,18:35,4/11/2026,19:35,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191]DOCKING_[001],_DOCKING_[001],1,,4/11/2026,4/11/2026,Local,0.041666667,,0,NARRA TANKERS CORP_[0020],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191]DOCKING_[001]
4/13/2026 10:28:15,mmsi-ops@malayanmaritime.com,JO,OM,,,37176,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421],4/11/2026,09:45,4/12/2026,06:45,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,TENDING_[010],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]TENDING_[010],_TENDING_[010],1,,4/11/2026,4/12/2026,Local,0.875,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]TENDING_[010]
4/13/2026 10:29:02,mmsi-ops@malayanmaritime.com,JO,OM,,,37175,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421],4/12/2026,06:45,4/12/2026,07:10,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]UNDOCKING_[002],_UNDOCKING_[002],1,,4/12/2026,4/12/2026,Local,0.017361111,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]UNDOCKING_[002]
4/13/2026 10:29:59,mmsi-ops@malayanmaritime.com,JO,OM,,,37388,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421],4/12/2026,06:30,4/12/2026,07:15,AMATA MARU_[001],RYAN COSARE_[2276],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]UNDOCKING_[002],_UNDOCKING_[002],1,,4/12/2026,4/12/2026,Local,0.03125,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_DAVAO_INSULAR OIL_[005-005]_INSULAR OIL CORPORATION_[0007]_MT CASANDRA_[0031]_V[421]UNDOCKING_[002]
4/13/2026 10:31:17,mmsi-ops@malayanmaritime.com,JO,OM,,,37254,COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV FUTURE GOLD_[0555]_V[46168],4/12/2026,08:15,4/12/2026,10:45,BOHOL SEA_[002],"MARZONIA, JOVIC_[2596]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV FUTURE GOLD_[0555]_V[46168]UNDOCKING_[002],_UNDOCKING_[002],1,,4/12/2026,4/12/2026,Foreign,0.104166667,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV FUTURE GOLD_[0555]_V[46168]UNDOCKING_[002]
4/13/2026 10:32:13,mmsi-ops@malayanmaritime.com,JO,OM,,,37406,COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV FUTURE GOLD_[0555]_V[46168],4/12/2026,07:50,4/12/2026,10:50,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV FUTURE GOLD_[0555]_V[46168]UNDOCKING_[002],_UNDOCKING_[002],1,,4/12/2026,4/12/2026,Foreign,0.125,,0,BEN LINE AGENCIES PHILS INC_[0051],COS#_[000000]_DAVAO_KTC_[005-006]_BEN LINE AGENCIES PHILS INC_[0051]_MV FUTURE GOLD_[0555]_V[46168]UNDOCKING_[002]
4/13/2026 10:35:06,mmsi-ops@malayanmaritime.com,JO,OM,,,37177,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191],4/12/2026,15:40,4/12/2026,16:25,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191]UNDOCKING_[002],_UNDOCKING_[002],1,,4/12/2026,4/12/2026,Local,0.03125,,0,NARRA TANKERS CORP_[0020],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191]UNDOCKING_[002]
4/13/2026 10:35:41,mmsi-ops@malayanmaritime.com,JO,OM,,,37390,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191],4/12/2026,15:50,4/12/2026,16:25,AMATA MARU_[001],RYAN COSARE_[2276],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191]UNDOCKING_[002],_UNDOCKING_[002],1,,4/12/2026,4/12/2026,Local,0.024305556,,0,NARRA TANKERS CORP_[0020],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_NARRA TANKERS CORP_[0020]_NTC HERON_[0330]_V[191]UNDOCKING_[002]
4/13/2026 10:36:16,mmsi-ops@malayanmaritime.com,JO,OM,,,37391,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65],4/12/2026,20:30,4/12/2026,21:30,AMATA MARU_[001],RYAN COSARE_[2276],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65]DOCKING_[001],_DOCKING_[001],1,,4/12/2026,4/12/2026,Local,0.041666667,,0,SMC SHIPPING AND LIGHTERAGE CORP_[0010],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65]DOCKING_[001]
4/13/2026 10:36:50,mmsi-ops@malayanmaritime.com,JO,OM,,,37178,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65],4/12/2026,20:30,4/12/2026,21:30,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65]DOCKING_[001],_DOCKING_[001],1,,4/12/2026,4/12/2026,Local,0.041666667,,0,SMC SHIPPING AND LIGHTERAGE CORP_[0010],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65]DOCKING_[001]
4/13/2026 10:37:25,mmsi-ops@malayanmaritime.com,JO,OM,,,37255,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246],4/13/2026,00:00,4/13/2026,01:05,BOHOL SEA_[002],"MARZONIA, JOVIC_[2596]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246]DOCKING_[001],_DOCKING_[001],1,,4/13/2026,4/13/2026,Local,0.045138889,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246]DOCKING_[001]
4/13/2026 10:38:22,mmsi-ops@malayanmaritime.com,JO,OM,,,37407,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246],4/13/2026,00:00,4/13/2026,01:10,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246]DOCKING_[001],_DOCKING_[001],1,,4/13/2026,4/13/2026,Local,0.048611111,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246]DOCKING_[001]
4/13/2026 10:39:03,mmsi-ops@malayanmaritime.com,JO,OM,,,37179,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65],4/13/2026,04:25,4/13/2026,05:00,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65]UNDOCKING_[002],_UNDOCKING_[002],1,,4/13/2026,4/13/2026,Local,0.024305556,,0,SMC SHIPPING AND LIGHTERAGE CORP_[0010],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65]UNDOCKING_[002]
4/13/2026 10:39:54,mmsi-ops@malayanmaritime.com,JO,OM,,,37392,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65],4/13/2026,04:05,4/13/2026,05:00,AMATA MARU_[001],RYAN COSARE_[2276],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65]UNDOCKING_[002],_UNDOCKING_[002],1,,4/13/2026,4/13/2026,Local,0.038194444,,0,SMC SHIPPING AND LIGHTERAGE CORP_[0010],COS#_[000000]_DAVAO_PETRON SASA_[005-010]_SMC SHIPPING AND LIGHTERAGE CORP_[0010]_SL TINDALO_[0394]_V[65]UNDOCKING_[002]
4/13/2026 10:43:26,mmsi-ops@malayanmaritime.com,JO,OM,,,35837,"COS#_[000000]_LEYTE_VISPET_[007-001]_MAR-SHIPS AGENCY, INC._[0043]_MT WINNER_[0119]_V[46138]",4/12/2026,14:25,4/12/2026,17:10,SUN JIN NO.505_[076],"MANLANGIT, JUN MARK_[9044]",,,,DOCKING_[001],,,,,,,,,"COS#_[000000]_LEYTE_VISPET_[007-001]_MAR-SHIPS AGENCY, INC._[0043]_MT WINNER_[0119]_V[46138]DOCKING_[001]",_DOCKING_[001],1,,4/12/2026,4/12/2026,Foreign,0.114583333,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_LEYTE_VISPET_[007-001]_MAR-SHIPS AGENCY, INC._[0043]_MT WINNER_[0119]_V[46138]DOCKING_[001]"
4/13/2026 10:44:42,mmsi-ops@malayanmaritime.com,JO,OM,,,35699,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROMIN SHIPPING & MARINE SERVICES INC._[0008]_MT SASA_[0469]_V[240],4/12/2026,03:30,4/12/2026,04:15,PANAY GULF_[056],JUNIE Z. ARNAIZ_[2063],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROMIN SHIPPING & MARINE SERVICES INC._[0008]_MT SASA_[0469]_V[240]UNDOCKING_[002],_UNDOCKING_[002],1,,4/12/2026,4/12/2026,Local,0.03125,,0,PETROMIN SHIPPING & MARINE SERVICES INC._[0008],COS#_[000000]_BATANGAS_CHEVRON BATANGAS_[001-002]_PETROMIN SHIPPING & MARINE SERVICES INC._[0008]_MT SASA_[0469]_V[240]UNDOCKING_[002]
4/13/2026 16:32:36,mmsi-ops@malayanmaritime.com,JO,OM,,,35838,"COS#_[000000]_LEYTE_VISPET_[007-001]_MAR-SHIPS AGENCY, INC._[0043]_MT WINNER_[0119]_V[46138]",4/13/2026,12:50,4/13/2026,14:10,SUN JIN NO.505_[076],"MANLANGIT, JUN MARK_[9044]",,,,UNDOCKING_[002],,,,,,,,,"COS#_[000000]_LEYTE_VISPET_[007-001]_MAR-SHIPS AGENCY, INC._[0043]_MT WINNER_[0119]_V[46138]UNDOCKING_[002]",_UNDOCKING_[002],1,,4/13/2026,4/13/2026,Foreign,0.055555556,,0,"MAR-SHIPS AGENCY, INC._[0043]","COS#_[000000]_LEYTE_VISPET_[007-001]_MAR-SHIPS AGENCY, INC._[0043]_MT WINNER_[0119]_V[46138]UNDOCKING_[002]"
4/14/2026 11:11:17,mmsi-ops@malayanmaritime.com,JO,OM,,,35402,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[396],4/10/2026,12:25,4/10/2026,13:45,FORTIS III_[118],OTHER TUGMASTER_[M2],,,,DOCKING_[001],,,,,,,,,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[396]DOCKING_[001],_DOCKING_[001],1,,4/10/2026,4/10/2026,Local,0.055555556,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[396]DOCKING_[001]
4/14/2026 11:11:59,mmsi-ops@malayanmaritime.com,JO,OM,,,35404,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[396],4/11/2026,10:00,4/11/2026,11:05,FORTIS III_[118],OTHER TUGMASTER_[M2],,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[396]UNDOCKING_[002],_UNDOCKING_[002],1,,4/11/2026,4/11/2026,Local,0.045138889,,0,INSULAR OIL CORPORATION_[0007],COS#_[000000]_BATANGAS_SINISIAN LEMERY BATANGAS PORT_[001-013]_INSULAR OIL CORPORATION_[0007]_MT AVA_[0009]_V[396]UNDOCKING_[002]
4/14/2026 11:22:00,mmsi-ops@malayanmaritime.com,JO,OM,,,34456,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26008/PON26008],4/13/2026,18:50,4/13/2026,21:00,SUJEONG_[100],"CINCHEZ, LIONNY BOY_[2189]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26008/PON26008]DOCKING_[001],_DOCKING_[001],1,,4/13/2026,4/13/2026,Foreign,0.090277778,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26008/PON26008]DOCKING_[001]
4/14/2026 11:22:38,mmsi-ops@malayanmaritime.com,JO,OM,,,37409,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26008/PON26008],4/13/2026,18:45,4/13/2026,21:00,CEBU STRAIT_[003],"GUMAPAC, N._[2]",,,,DOCKING_[001],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26008/PON26008]DOCKING_[001],_DOCKING_[001],1,,4/13/2026,4/13/2026,Foreign,0.09375,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV PEARL ORIENT_[0723]_V[POS26008/PON26008]DOCKING_[001]
4/14/2026 11:23:50,mmsi-ops@malayanmaritime.com,JO,OM,,,37180,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246],4/14/2026,00:21,4/14/2026,01:05,ALLIE BRAVO_[125],"BASALO, A_[1]",,,,UNDOCKING_[002],,,,,,,,,COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246]UNDOCKING_[002],_UNDOCKING_[002],1,,4/14/2026,4/14/2026,Local,0.030555556,,0,PHIL-CEB MARINE SERVICES INC._[0033],COS#_[000000]_DAVAO_SASA PORT_[005-011]_PHIL-CEB MARINE SERVICES INC._[0033]_MV SPAN ASIA 25_[0176]_V[246]UNDOCKING_[002]
